DATE,DATETIME,CASH_TYPE,CARD,MONEY,PRODUCTS
2024-09-29,2024-09-29 12:35:43.442,card,ANON-0000-0000-0683,120.17,Serviço de Limpeza
2024-09-29,2024-09-29 12:50:58.444,card,ANON-0000-0000-0141,756.55,RAM 32GB DDR5
2024-09-29,2024-09-29 12:54:15.385,card,ANON-0000-0000-0602,120.44,Serviço de Limpeza
2024-09-29,2024-09-29 12:55:21.637,card,ANON-0000-0000-0688,121.67,Serviço de Limpeza
2024-09-29,2024-09-29 18:02:27.296,card,ANON-0000-0000-0689,1874.57,CPU i5-14600K
2024-09-29,2024-09-29 22:31:02.815,card,ANON-0000-0000-0690,124.34,Serviço de Limpeza
2024-09-30,2024-09-30 08:08:47.516,card,ANON-0000-0000-0141,767.03,RAM 32GB DDR5
2024-09-30,2024-09-30 08:58:54.669,card,ANON-0000-0000-0691,742.14,RAM 32GB DDR5
2024-09-30,2024-09-30 09:00:04.917,card,ANON-0000-0000-0692,154.5,Serviço de Formatação
2024-09-30,2024-09-30 10:01:09.168,card,ANON-0000-0000-0276,187.99,RAM 8GB DDR4
2024-09-30,2024-09-30 10:05:18.351,card,ANON-0000-0000-0141,718.09,RAM 32GB DDR5
2024-09-30,2024-09-30 11:32:54.558,card,ANON-0000-0000-0693,184.45,RAM 8GB DDR4
2024-09-30,2024-09-30 16:45:44.460,card,ANON-0000-0000-0333,176.09,RAM 8GB DDR4
2024-09-30,2024-09-30 19:32:18.200,card,ANON-0000-0000-0507,115.72,Serviço de Limpeza
2024-09-30,2024-09-30 19:53:14.092,card,ANON-0000-0000-0694,188.36,RAM 8GB DDR4
2024-09-30,2024-09-30 19:54:17.620,card,ANON-0000-0000-0694,738.85,RAM 32GB DDR5
2024-09-30,2024-09-30 19:59:18.993,card,ANON-0000-0000-0631,119.67,Serviço de Limpeza
2024-09-30,2024-09-30 20:00:42.135,card,ANON-0000-0000-0531,182.92,RAM 8GB DDR4
2024-09-30,2024-09-30 20:01:42.191,card,ANON-0000-0000-0633,172.51,RAM 8GB DDR4
2024-09-30,2024-09-30 21:41:07.527,card,ANON-0000-0000-0695,172.36,RAM 8GB DDR4
2024-10-01,2024-10-01 07:47:08.449,card,ANON-0000-0000-0696,114.65,Serviço de Limpeza
2024-10-01,2024-10-01 09:48:30.777,card,ANON-0000-0000-0276,183.32,RAM 8GB DDR4
2024-10-01,2024-10-01 10:02:26.778,card,ANON-0000-0000-0333,174.94,RAM 8GB DDR4
2024-10-01,2024-10-01 10:03:47.115,card,ANON-0000-0000-0333,178.73,RAM 8GB DDR4
2024-10-01,2024-10-01 11:55:31.853,card,ANON-0000-0000-0697,180.7,RAM 8GB DDR4
2024-10-01,2024-10-01 12:12:48.446,card,ANON-0000-0000-0698,176.3,RAM 8GB DDR4
2024-10-01,2024-10-01 12:14:23.382,card,ANON-0000-0000-0698,178.67,RAM 8GB DDR4
2024-10-01,2024-10-01 14:17:34.957,card,ANON-0000-0000-0699,253.94,Serviço de Montagem
2024-10-01,2024-10-01 14:18:52.558,card,ANON-0000-0000-0699,178.18,RAM 8GB DDR4
2024-10-01,2024-10-01 16:08:38.999,card,ANON-0000-0000-0637,149.23,Serviço de Formatação
2024-10-01,2024-10-01 16:41:54.481,card,ANON-0000-0000-0700,261.01,Serviço de Montagem
2024-10-01,2024-10-01 18:08:26.545,card,ANON-0000-0000-0701,123.93,Serviço de Limpeza
2024-10-01,2024-10-01 18:23:11.460,card,ANON-0000-0000-0702,116.63,Serviço de Limpeza
2024-10-01,2024-10-01 18:24:14.252,card,ANON-0000-0000-0702,142.77,Serviço de Formatação
2024-10-01,2024-10-01 20:03:22.143,card,ANON-0000-0000-0585,157.29,Serviço de Formatação
2024-10-02,2024-10-02 07:57:18.793,card,ANON-0000-0000-0703,116.94,Serviço de Limpeza
2024-10-02,2024-10-02 08:42:44.642,card,ANON-0000-0000-0141,741.94,RAM 32GB DDR5
2024-10-02,2024-10-02 09:19:17.053,card,ANON-0000-0000-0276,184.88,RAM 8GB DDR4
2024-10-02,2024-10-02 10:22:01.523,card,ANON-0000-0000-0375,120.33,Serviço de Limpeza
2024-10-02,2024-10-02 10:23:55.272,card,ANON-0000-0000-0704,175.23,RAM 8GB DDR4
2024-10-02,2024-10-02 11:28:53.893,card,ANON-0000-0000-0705,1754.82,CPU i5-14600K
2024-10-02,2024-10-02 15:13:42.142,card,ANON-0000-0000-0706,1836.48,CPU i5-14600K
2024-10-02,2024-10-02 18:31:07.153,card,ANON-0000-0000-0255,153.72,Serviço de Formatação
2024-10-02,2024-10-02 22:18:55.379,card,ANON-0000-0000-0637,154.34,Serviço de Formatação
2024-10-02,2024-10-02 22:19:40.694,card,ANON-0000-0000-0637,153.81,Serviço de Formatação
2024-10-02,2024-10-02 22:20:23.651,card,ANON-0000-0000-0707,142.56,Serviço de Formatação
2024-10-03,2024-10-03 13:47:35.922,card,ANON-0000-0000-0708,287.49,RAM 16GB DDR4
2024-10-03,2024-10-03 15:12:05.160,card,ANON-0000-0000-0709,178.79,RAM 8GB DDR4
2024-10-03,2024-10-03 20:12:57.761,card,ANON-0000-0000-0710,728.26,RAM 32GB DDR5
2024-10-03,2024-10-03 20:14:04.781,card,ANON-0000-0000-0710,143.87,Serviço de Formatação
2024-10-03,2024-10-03 21:21:06.296,card,ANON-0000-0000-0637,154.76,Serviço de Formatação
2024-10-03,2024-10-03 21:21:46.778,card,ANON-0000-0000-0637,152.86,Serviço de Formatação
2024-10-03,2024-10-03 21:29:03.390,card,ANON-0000-0000-0711,1803.62,CPU i5-14600K
2024-10-03,2024-10-03 21:31:00.451,card,ANON-0000-0000-0712,150.23,Serviço de Formatação
2024-10-04,2024-10-04 08:44:00.873,card,ANON-0000-0000-0440,241.56,Serviço de Montagem
2024-10-04,2024-10-04 08:45:38.952,card,ANON-0000-0000-0440,254.09,Serviço de Montagem
2024-10-04,2024-10-04 09:30:22.038,card,ANON-0000-0000-0004,173.95,RAM 8GB DDR4
2024-10-04,2024-10-04 09:31:27.071,card,ANON-0000-0000-0003,237.51,Serviço de Montagem
2024-10-04,2024-10-04 09:53:58.577,card,ANON-0000-0000-0650,766.17,RAM 32GB DDR5
2024-10-04,2024-10-04 09:55:04.557,card,ANON-0000-0000-0650,785.78,RAM 32GB DDR5
2024-10-04,2024-10-04 17:35:14.809,card,ANON-0000-0000-0713,121.3,Serviço de Limpeza
2024-10-04,2024-10-04 17:42:22.181,card,ANON-0000-0000-0714,154.87,Serviço de Formatação
2024-10-04,2024-10-04 17:44:36.370,card,ANON-0000-0000-0714,302.58,RAM 16GB DDR4
2024-10-05,2024-10-05 09:00:46.861,card,ANON-0000-0000-0141,725.56,RAM 32GB DDR5
2024-10-05,2024-10-05 09:01:42.669,card,ANON-0000-0000-0141,724.61,RAM 32GB DDR5
2024-10-05,2024-10-05 09:35:44.903,card,ANON-0000-0000-0715,311.04,RAM 16GB DDR4
2024-10-05,2024-10-05 13:12:13.285,card,ANON-0000-0000-0206,1742.23,CPU i5-14600K
2024-10-05,2024-10-05 20:08:38.058,card,ANON-0000-0000-0012,260.28,Serviço de Montagem
2024-10-05,2024-10-05 20:09:33.647,card,ANON-0000-0000-0012,246.68,Serviço de Montagem
2024-10-06,2024-10-06 08:22:56.721,card,ANON-0000-0000-0141,773.61,RAM 32GB DDR5
2024-10-06,2024-10-06 10:05:43.642,card,ANON-0000-0000-0195,1757.73,CPU i5-14600K
2024-10-06,2024-10-06 10:06:47.136,card,ANON-0000-0000-0195,718.92,RAM 32GB DDR5
2024-10-06,2024-10-06 11:55:28.846,card,ANON-0000-0000-0716,115.49,Serviço de Limpeza
2024-10-06,2024-10-06 12:09:03.852,card,ANON-0000-0000-0665,124.38,Serviço de Limpeza
2024-10-06,2024-10-06 12:10:17.343,card,ANON-0000-0000-0665,1830.86,CPU i5-14600K
2024-10-06,2024-10-06 12:11:43.360,card,ANON-0000-0000-0665,177.04,RAM 8GB DDR4
2024-10-06,2024-10-06 13:46:03.675,card,ANON-0000-0000-0717,244.9,Serviço de Montagem
2024-10-06,2024-10-06 13:47:01.953,card,ANON-0000-0000-0717,1812.86,CPU i5-14600K
2024-10-06,2024-10-06 13:50:00.140,card,ANON-0000-0000-0718,177.01,RAM 8GB DDR4
2024-10-06,2024-10-06 13:51:04.250,card,ANON-0000-0000-0718,116.41,Serviço de Limpeza
2024-10-06,2024-10-06 13:51:56.283,card,ANON-0000-0000-0718,1875.78,CPU i5-14600K
2024-10-06,2024-10-06 16:31:33.588,card,ANON-0000-0000-0719,1782.05,CPU i5-14600K
2024-10-06,2024-10-06 16:35:45.625,card,ANON-0000-0000-0720,623.83,CPU i3-12100
2024-10-06,2024-10-06 18:17:44.975,card,ANON-0000-0000-0721,176.05,RAM 8GB DDR4
2024-10-06,2024-10-06 18:35:16.468,card,ANON-0000-0000-0722,148.84,Serviço de Formatação
2024-10-06,2024-10-06 21:09:12.889,card,ANON-0000-0000-0723,154.4,Serviço de Formatação
2024-10-06,2024-10-06 21:10:00.476,card,ANON-0000-0000-0723,142.97,Serviço de Formatação
2024-10-06,2024-10-06 21:10:45.254,card,ANON-0000-0000-0636,153.73,Serviço de Formatação
2024-10-06,2024-10-06 21:16:48.876,card,ANON-0000-0000-0637,117.3,Serviço de Limpeza
2024-10-07,2024-10-07 08:33:36.423,card,ANON-0000-0000-0724,119.82,Serviço de Limpeza
2024-10-07,2024-10-07 08:49:36.477,card,ANON-0000-0000-0385,120.82,Serviço de Limpeza
2024-10-07,2024-10-07 08:50:41.668,card,ANON-0000-0000-0385,182.88,RAM 8GB DDR4
2024-10-07,2024-10-07 09:05:28.091,card,ANON-0000-0000-0725,303.78,RAM 16GB DDR4
2024-10-07,2024-10-07 09:09:58.323,card,ANON-0000-0000-0726,120.89,Serviço de Limpeza
2024-10-07,2024-10-07 12:17:56.717,card,ANON-0000-0000-0727,178.41,RAM 8GB DDR4
2024-10-07,2024-10-07 14:31:45.258,card,ANON-0000-0000-0728,253.35,Serviço de Montagem
2024-10-07,2024-10-07 14:32:38.765,card,ANON-0000-0000-0728,248.06,Serviço de Montagem
2024-10-07,2024-10-07 17:48:55.006,card,ANON-0000-0000-0494,121.51,Serviço de Limpeza
2024-10-07,2024-10-07 21:14:42.130,card,ANON-0000-0000-0636,149.98,Serviço de Formatação
2024-10-07,2024-10-07 21:15:20.122,card,ANON-0000-0000-0636,152.21,Serviço de Formatação
2024-10-07,2024-10-07 21:40:48.515,card,ANON-0000-0000-0598,122.49,Serviço de Limpeza
2024-10-08,2024-10-08 08:11:50.884,card,ANON-0000-0000-0703,123.66,Serviço de Limpeza
2024-10-08,2024-10-08 09:05:14.027,card,ANON-0000-0000-0276,183.92,RAM 8GB DDR4
2024-10-08,2024-10-08 10:22:31.374,card,ANON-0000-0000-0700,259.46,Serviço de Montagem
2024-10-08,2024-10-08 10:27:08.817,card,ANON-0000-0000-0683,120.22,Serviço de Limpeza
2024-10-08,2024-10-08 11:30:10.253,card,ANON-0000-0000-0726,122.47,Serviço de Limpeza
2024-10-08,2024-10-08 12:48:04.520,card,ANON-0000-0000-0225,253.87,Serviço de Montagem
2024-10-08,2024-10-08 12:49:04.581,card,ANON-0000-0000-0225,242.66,Serviço de Montagem
2024-10-08,2024-10-08 13:04:00.905,card,ANON-0000-0000-0729,123.46,Serviço de Limpeza
2024-10-08,2024-10-08 13:04:59.444,card,ANON-0000-0000-0729,123.89,Serviço de Limpeza
2024-10-08,2024-10-08 14:42:52.425,card,ANON-0000-0000-0507,122.99,Serviço de Limpeza
2024-10-08,2024-10-08 15:13:41.150,card,ANON-0000-0000-0475,124.98,Serviço de Limpeza
2024-10-08,2024-10-08 15:19:52.103,card,ANON-0000-0000-0050,242.26,Serviço de Montagem
2024-10-08,2024-10-08 15:50:43.122,card,ANON-0000-0000-0730,172.31,RAM 8GB DDR4
2024-10-08,2024-10-08 20:40:40.459,card,ANON-0000-0000-0731,156.55,Serviço de Formatação
2024-10-08,2024-10-08 20:41:33.464,card,ANON-0000-0000-0731,1872.79,CPU i5-14600K
2024-10-08,2024-10-08 20:51:08.722,card,ANON-0000-0000-0732,115.71,Serviço de Limpeza
2024-10-08,2024-10-08 21:24:32.037,card,ANON-0000-0000-0040,181.15,RAM 8GB DDR4
2024-10-08,2024-10-08 21:25:32.000,card,ANON-0000-0000-0040,178.34,RAM 8GB DDR4
2024-10-09,2024-10-09 07:54:42.599,card,ANON-0000-0000-0570,125.16,Serviço de Limpeza
2024-10-09,2024-10-09 08:25:57.509,card,ANON-0000-0000-0276,185.84,RAM 8GB DDR4
2024-10-09,2024-10-09 09:43:21.029,card,ANON-0000-0000-0424,180.47,RAM 8GB DDR4
2024-10-09,2024-10-09 09:59:39.971,card,ANON-0000-0000-0494,121.06,Serviço de Limpeza
2024-10-09,2024-10-09 10:37:56.926,card,ANON-0000-0000-0733,605.31,CPU i3-12100
2024-10-09,2024-10-09 11:18:02.138,card,ANON-0000-0000-0734,243.32,Serviço de Montagem
2024-10-09,2024-10-09 13:03:08.514,card,ANON-0000-0000-0726,121.51,Serviço de Limpeza
2024-10-09,2024-10-09 13:52:34.736,card,ANON-0000-0000-0735,186.83,RAM 8GB DDR4
2024-10-09,2024-10-09 17:26:44.371,card,ANON-0000-0000-0658,1810.88,CPU i5-14600K
2024-10-09,2024-10-09 17:27:48.880,card,ANON-0000-0000-0658,251.92,Serviço de Montagem
2024-10-09,2024-10-09 17:49:59.552,card,ANON-0000-0000-0736,590.27,CPU i3-12100
2024-10-09,2024-10-09 20:49:12.500,card,ANON-0000-0000-0737,1771.92,CPU i5-14600K
2024-10-10,2024-10-10 08:48:06.900,card,ANON-0000-0000-0003,257.84,Serviço de Montagem
2024-10-10,2024-10-10 09:23:20.118,card,ANON-0000-0000-0276,185.61,RAM 8GB DDR4
2024-10-10,2024-10-10 09:51:44.211,card,ANON-0000-0000-0738,145.69,Serviço de Formatação
2024-10-10,2024-10-10 10:05:09.494,card,ANON-0000-0000-0375,125.24,Serviço de Limpeza
2024-10-10,2024-10-10 10:42:43.045,card,ANON-0000-0000-0141,742.3,RAM 32GB DDR5
2024-10-10,2024-10-10 10:43:30.026,card,ANON-0000-0000-0141,750.5,RAM 32GB DDR5
2024-10-10,2024-10-10 10:55:32.616,card,ANON-0000-0000-0739,122.39,Serviço de Limpeza
2024-10-10,2024-10-10 11:04:19.349,card,ANON-0000-0000-0740,125.2,Serviço de Limpeza
2024-10-10,2024-10-10 15:05:42.898,card,ANON-0000-0000-0510,1726.98,CPU i5-14600K
2024-10-10,2024-10-10 17:40:44.384,card,ANON-0000-0000-0741,118.34,Serviço de Limpeza
2024-10-10,2024-10-10 18:18:32.711,card,ANON-0000-0000-0742,260.23,Serviço de Montagem
2024-10-10,2024-10-10 18:56:30.698,card,ANON-0000-0000-0713,188.3,RAM 8GB DDR4
2024-10-10,2024-10-10 18:57:35.249,card,ANON-0000-0000-0713,122.31,Serviço de Limpeza
2024-10-10,2024-10-10 22:33:16.976,card,ANON-0000-0000-0637,147.94,Serviço de Formatação
2024-10-10,2024-10-10 22:33:59.729,card,ANON-0000-0000-0637,143.35,Serviço de Formatação
2024-10-11,2024-10-11 07:54:51.580,card,ANON-0000-0000-0276,181.47,RAM 8GB DDR4
2024-10-11,2024-10-11 08:00:50.938,card,ANON-0000-0000-0703,124.07,Serviço de Limpeza
2024-10-11,2024-10-11 08:12:20.254,card,ANON-0000-0000-0141,726.53,RAM 32GB DDR5
2024-10-11,2024-10-11 08:28:18.876,card,ANON-0000-0000-0570,125.26,Serviço de Limpeza
2024-10-11,2024-10-11 08:29:22.390,card,ANON-0000-0000-0570,292.44,RAM 16GB DDR4
2024-10-11,2024-10-11 08:55:43.787,card,ANON-0000-0000-0725,287.34,RAM 16GB DDR4
2024-10-11,2024-10-11 08:56:58.778,card,ANON-0000-0000-0726,176.77,RAM 8GB DDR4
2024-10-11,2024-10-11 08:58:09.102,card,ANON-0000-0000-0743,145.59,Serviço de Formatação
2024-10-11,2024-10-11 09:31:42.338,card,ANON-0000-0000-0744,178.05,RAM 8GB DDR4
2024-10-11,2024-10-11 09:38:46.927,card,ANON-0000-0000-0402,784.7,RAM 32GB DDR5
2024-10-11,2024-10-11 10:00:40.375,card,ANON-0000-0000-0375,244.13,Serviço de Montagem
2024-10-11,2024-10-11 10:01:54.873,card,ANON-0000-0000-0375,242.34,Serviço de Montagem
2024-10-11,2024-10-11 10:30:35.971,card,ANON-0000-0000-0242,182.31,RAM 8GB DDR4
2024-10-11,2024-10-11 13:05:01.403,card,ANON-0000-0000-0740,114.89,Serviço de Limpeza
2024-10-11,2024-10-11 13:29:02.457,card,ANON-0000-0000-0012,240.9,Serviço de Montagem
2024-10-11,2024-10-11 13:30:09.021,card,ANON-0000-0000-0012,261.56,Serviço de Montagem
2024-10-11,2024-10-11 14:33:40.535,card,ANON-0000-0000-0745,309.41,RAM 16GB DDR4
2024-10-11,2024-10-11 14:35:29.312,card,ANON-0000-0000-0745,252.81,Serviço de Montagem
2024-10-11,2024-10-11 14:50:08.761,card,ANON-0000-0000-0714,1852.67,CPU i5-14600K
2024-10-11,2024-10-11 17:12:07.333,card,ANON-0000-0000-0746,118.48,Serviço de Limpeza
2024-10-11,2024-10-11 17:13:21.597,card,ANON-0000-0000-0746,146.27,Serviço de Formatação
2024-10-11,2024-10-11 17:26:11.166,card,ANON-0000-0000-0747,156.53,Serviço de Formatação
2024-10-11,2024-10-11 21:48:37.720,card,ANON-0000-0000-0690,123.14,Serviço de Limpeza
2024-10-11,2024-10-11 21:53:53.607,card,ANON-0000-0000-0748,175.88,RAM 8GB DDR4
2024-10-11,2024-10-11 22:36:27.633,card,ANON-0000-0000-0749,148.35,Serviço de Formatação
2024-10-11,2024-10-11 22:37:26.701,card,ANON-0000-0000-0749,150.46,Serviço de Formatação
2024-10-12,2024-10-12 08:28:15.518,card,ANON-0000-0000-0141,737.46,RAM 32GB DDR5
2024-10-12,2024-10-12 10:31:38.899,card,ANON-0000-0000-0650,751.13,RAM 32GB DDR5
2024-10-12,2024-10-12 10:32:55.522,card,ANON-0000-0000-0650,749.49,RAM 32GB DDR5
2024-10-12,2024-10-12 11:52:15.499,card,ANON-0000-0000-0507,120.22,Serviço de Limpeza
2024-10-12,2024-10-12 11:53:41.093,card,ANON-0000-0000-0750,181.68,RAM 8GB DDR4
2024-10-12,2024-10-12 13:18:47.055,card,ANON-0000-0000-0751,1751.86,CPU i5-14600K
2024-10-12,2024-10-12 20:10:53.912,card,ANON-0000-0000-0507,118.33,Serviço de Limpeza
2024-10-13,2024-10-13 09:54:55.187,card,ANON-0000-0000-0141,729.84,RAM 32GB DDR5
2024-10-13,2024-10-13 12:20:46.595,card,ANON-0000-0000-0752,185.14,RAM 8GB DDR4
2024-10-13,2024-10-13 13:32:29.520,card,ANON-0000-0000-0650,746.77,RAM 32GB DDR5
2024-10-13,2024-10-13 13:33:29.385,card,ANON-0000-0000-0650,581.78,CPU i3-12100
2024-10-13,2024-10-13 13:34:25.907,card,ANON-0000-0000-0650,772.89,RAM 32GB DDR5
2024-10-13,2024-10-13 17:53:20.717,card,ANON-0000-0000-0507,122.8,Serviço de Limpeza
2024-10-13,2024-10-13 17:54:22.430,card,ANON-0000-0000-0507,119.1,Serviço de Limpeza
2024-10-13,2024-10-13 18:22:58.819,card,ANON-0000-0000-0753,1748.07,CPU i5-14600K
2024-10-13,2024-10-13 20:43:04.928,card,ANON-0000-0000-0257,1736.79,CPU i5-14600K
2024-10-14,2024-10-14 08:26:54.639,card,ANON-0000-0000-0276,183.67,RAM 8GB DDR4
2024-10-14,2024-10-14 09:49:54.551,card,ANON-0000-0000-0754,307.96,RAM 16GB DDR4
2024-10-14,2024-10-14 10:27:51.106,card,ANON-0000-0000-0141,722.42,RAM 32GB DDR5
2024-10-14,2024-10-14 10:38:06.758,card,ANON-0000-0000-0440,118.61,Serviço de Limpeza
2024-10-14,2024-10-14 10:39:13.716,card,ANON-0000-0000-0440,114.6,Serviço de Limpeza
2024-10-14,2024-10-14 11:23:50.576,card,ANON-0000-0000-0755,1780.06,CPU i5-14600K
2024-10-14,2024-10-14 11:25:37.299,card,ANON-0000-0000-0225,244.15,Serviço de Montagem
2024-10-14,2024-10-14 11:26:45.245,card,ANON-0000-0000-0225,244.82,Serviço de Montagem
2024-10-14,2024-10-14 14:36:07.136,card,ANON-0000-0000-0756,125.68,Serviço de Limpeza
2024-10-14,2024-10-14 14:49:51.462,card,ANON-0000-0000-0507,114.38,Serviço de Limpeza
2024-10-14,2024-10-14 16:37:47.466,card,ANON-0000-0000-0757,248.16,Serviço de Montagem
2024-10-14,2024-10-14 18:19:19.191,card,ANON-0000-0000-0758,116.18,Serviço de Limpeza
2024-10-14,2024-10-14 18:20:20.584,card,ANON-0000-0000-0758,1874.7,CPU i5-14600K
2024-10-14,2024-10-14 22:08:53.730,card,ANON-0000-0000-0759,124.51,Serviço de Limpeza
2024-10-14,2024-10-14 22:10:23.672,card,ANON-0000-0000-0760,118.3,Serviço de Limpeza
2024-10-14,2024-10-14 22:21:53.865,card,ANON-0000-0000-0510,119.66,Serviço de Limpeza
2024-10-15,2024-10-15 08:14:28.667,card,ANON-0000-0000-0141,775.69,RAM 32GB DDR5
2024-10-15,2024-10-15 08:34:17.867,card,ANON-0000-0000-0761,603.57,CPU i3-12100
2024-10-15,2024-10-15 11:13:21.963,card,ANON-0000-0000-0762,146.63,Serviço de Formatação
2024-10-15,2024-10-15 11:15:20.622,card,ANON-0000-0000-0736,120.24,Serviço de Limpeza
2024-10-15,2024-10-15 11:16:27.469,card,ANON-0000-0000-0736,146.2,Serviço de Formatação
2024-10-15,2024-10-15 13:00:43.233,card,ANON-0000-0000-0763,117.13,Serviço de Limpeza
2024-10-15,2024-10-15 13:15:44.836,card,ANON-0000-0000-0764,187.68,RAM 8GB DDR4
2024-10-15,2024-10-15 15:32:11.278,card,ANON-0000-0000-0683,114.96,Serviço de Limpeza
2024-10-15,2024-10-15 15:54:16.513,card,ANON-0000-0000-0765,252.43,Serviço de Montagem
2024-10-15,2024-10-15 15:55:19.039,card,ANON-0000-0000-0765,601.7,CPU i3-12100
2024-10-15,2024-10-15 17:04:11.335,card,ANON-0000-0000-0766,148.3,Serviço de Formatação
2024-10-15,2024-10-15 19:22:21.379,card,ANON-0000-0000-0767,253.41,Serviço de Montagem
2024-10-15,2024-10-15 19:23:17.353,card,ANON-0000-0000-0767,292.85,RAM 16GB DDR4
2024-10-15,2024-10-15 20:11:14.884,card,ANON-0000-0000-0507,123.16,Serviço de Limpeza
2024-10-15,2024-10-15 20:12:28.631,card,ANON-0000-0000-0507,117.54,Serviço de Limpeza
2024-10-15,2024-10-15 21:18:08.409,card,ANON-0000-0000-0040,156.82,Serviço de Formatação
2024-10-15,2024-10-15 21:35:19.943,card,ANON-0000-0000-0040,150.51,Serviço de Formatação
2024-10-15,2024-10-15 22:15:19.653,card,ANON-0000-0000-0690,119.59,Serviço de Limpeza
2024-10-16,2024-10-16 08:21:26.013,card,ANON-0000-0000-0276,173.11,RAM 8GB DDR4
2024-10-16,2024-10-16 08:36:23.588,card,ANON-0000-0000-0696,151.36,Serviço de Formatação
2024-10-16,2024-10-16 09:25:51.175,card,ANON-0000-0000-0570,123.08,Serviço de Limpeza
2024-10-16,2024-10-16 10:15:47.944,card,ANON-0000-0000-0571,188.07,RAM 8GB DDR4
2024-10-16,2024-10-16 10:16:53.739,card,ANON-0000-0000-0571,179.6,RAM 8GB DDR4
2024-10-16,2024-10-16 10:45:24.963,card,ANON-0000-0000-0333,187.31,RAM 8GB DDR4
2024-10-16,2024-10-16 11:49:44.633,card,ANON-0000-0000-0768,254.81,Serviço de Montagem
2024-10-16,2024-10-16 12:29:44.254,card,ANON-0000-0000-0769,176.15,RAM 8GB DDR4
2024-10-16,2024-10-16 13:20:10.470,card,ANON-0000-0000-0764,253.8,Serviço de Montagem
2024-10-16,2024-10-16 16:45:29.537,card,ANON-0000-0000-0770,121.76,Serviço de Limpeza
2024-10-16,2024-10-16 17:43:20.657,card,ANON-0000-0000-0510,176.6,RAM 8GB DDR4
2024-10-16,2024-10-16 19:37:42.411,card,ANON-0000-0000-0771,175.04,RAM 8GB DDR4
2024-10-16,2024-10-16 19:38:36.648,card,ANON-0000-0000-0771,177.47,RAM 8GB DDR4
2024-10-16,2024-10-16 21:20:28.533,card,ANON-0000-0000-0772,149.67,Serviço de Formatação
2024-10-17,2024-10-17 07:47:00.921,card,ANON-0000-0000-0696,117.67,Serviço de Limpeza
2024-10-17,2024-10-17 07:58:06.763,card,ANON-0000-0000-0570,114.74,Serviço de Limpeza
2024-10-17,2024-10-17 09:24:27.162,card,ANON-0000-0000-0773,188.81,RAM 8GB DDR4
2024-10-17,2024-10-17 10:26:37.790,card,ANON-0000-0000-0510,125.4,Serviço de Limpeza
2024-10-17,2024-10-17 10:44:54.232,card,ANON-0000-0000-0313,142.91,Serviço de Formatação
2024-10-17,2024-10-17 11:59:26.853,card,ANON-0000-0000-0774,179.72,RAM 8GB DDR4
2024-10-17,2024-10-17 13:57:24.895,card,ANON-0000-0000-0775,125.92,Serviço de Limpeza
2024-10-17,2024-10-17 14:34:42.598,card,ANON-0000-0000-0776,259.32,Serviço de Montagem
2024-10-17,2024-10-17 16:37:12.586,card,ANON-0000-0000-0702,142.88,Serviço de Formatação
2024-10-17,2024-10-17 16:38:17.969,card,ANON-0000-0000-0702,150.42,Serviço de Formatação
2024-10-17,2024-10-17 16:39:09.606,card,ANON-0000-0000-0702,122.73,Serviço de Limpeza
2024-10-17,2024-10-17 16:48:35.857,card,ANON-0000-0000-0777,149.2,Serviço de Formatação
2024-10-17,2024-10-17 16:49:33.156,card,ANON-0000-0000-0777,152.68,Serviço de Formatação
2024-10-17,2024-10-17 17:08:27.751,card,ANON-0000-0000-0258,1770.05,CPU i5-14600K
2024-10-17,2024-10-17 17:09:30.303,card,ANON-0000-0000-0258,152.21,Serviço de Formatação
2024-10-17,2024-10-17 19:43:12.167,card,ANON-0000-0000-0507,121.4,Serviço de Limpeza
2024-10-17,2024-10-17 20:11:36.404,card,ANON-0000-0000-0778,180.95,RAM 8GB DDR4
2024-10-17,2024-10-17 21:46:12.945,card,ANON-0000-0000-0779,124.12,Serviço de Limpeza
2024-10-17,2024-10-17 21:47:20.461,card,ANON-0000-0000-0779,120.25,Serviço de Limpeza
2024-10-17,2024-10-17 21:48:31.699,card,ANON-0000-0000-0779,115.66,Serviço de Limpeza
2024-10-17,2024-10-17 21:49:54.619,card,ANON-0000-0000-0779,150.98,Serviço de Formatação
2024-10-18,2024-10-18 08:41:59.489,card,ANON-0000-0000-0012,296.63,RAM 16GB DDR4
2024-10-18,2024-10-18 08:42:59.176,card,ANON-0000-0000-0054,292.76,RAM 16GB DDR4
2024-10-18,2024-10-18 09:32:41.501,card,ANON-0000-0000-0003,310.64,RAM 16GB DDR4
2024-10-18,2024-10-18 09:34:08.021,card,ANON-0000-0000-0003,310.21,RAM 16GB DDR4
2024-10-18,2024-10-18 09:55:20.229,card,ANON-0000-0000-0780,1868.97,CPU i5-14600K
2024-10-18,2024-10-18 11:54:58.816,card,ANON-0000-0000-0780,1830.47,CPU i5-14600K
2024-10-18,2024-10-18 14:51:04.117,card,ANON-0000-0000-0781,121.8,Serviço de Limpeza
2024-10-18,2024-10-18 14:52:15.325,card,ANON-0000-0000-0781,1713.06,CPU i5-14600K
2024-10-18,2024-10-18 15:39:19.970,card,ANON-0000-0000-0683,255.49,Serviço de Montagem
2024-10-18,2024-10-18 16:09:57.876,card,ANON-0000-0000-0782,119.52,Serviço de Limpeza
2024-10-18,2024-10-18 17:45:38.978,card,ANON-0000-0000-0783,156.43,Serviço de Formatação
